2025-09-13 00:50:41.779 | INFO | ==================== 日志系统初始化 ====================
2025-09-13 00:50:42.036 | ERROR | 模板图片加载失败: D:\workspace\gamehelper\yys\YYS_GameHelper\tasks\exploration\..\..\templates\exploration\entrance.png
2025-09-13 00:50:42.036 | ERROR | 模板图片加载失败: D:\workspace\gamehelper\yys\YYS_GameHelper\tasks\exploration\..\..\templates\exploration\main.png
2025-09-13 00:50:42.046 | ERROR | 模板图片加载失败: D:\workspace\gamehelper\yys\YYS_GameHelper\tasks\exploration\..\..\templates\exploration\settings_button.png
2025-09-13 00:50:42.046 | ERROR | 模板图片加载失败: D:\workspace\gamehelper\yys\YYS_GameHelper\tasks\exploration\..\..\templates\exploration\normal_monster.png
2025-09-13 00:50:42.047 | ERROR | 模板图片加载失败: D:\workspace\gamehelper\yys\YYS_GameHelper\tasks\exploration\..\..\templates\exploration\boss_monster.png
2025-09-13 00:50:42.047 | ERROR | 模板图片加载失败: D:\workspace\gamehelper\yys\YYS_GameHelper\tasks\exploration\..\..\templates\exploration\up_exp.png
2025-09-13 00:50:42.047 | ERROR | 模板图片加载失败: D:\workspace\gamehelper\yys\YYS_GameHelper\tasks\exploration\..\..\templates\exploration\up_coin.png
2025-09-13 00:50:42.047 | ERROR | 模板图片加载失败: D:\workspace\gamehelper\yys\YYS_GameHelper\tasks\exploration\..\..\templates\exploration\up_daruma.png
2025-09-13 00:50:42.048 | ERROR | 模板图片加载失败: D:\workspace\gamehelper\yys\YYS_GameHelper\tasks\exploration\..\..\templates\exploration\treasure_box.png
2025-09-13 00:50:42.048 | ERROR | 模板图片加载失败: D:\workspace\gamehelper\yys\YYS_GameHelper\tasks\exploration\..\..\templates\exploration\get_reward.png
2025-09-13 00:50:42.048 | ERROR | 模板图片加载失败: D:\workspace\gamehelper\yys\YYS_GameHelper\tasks\exploration\..\..\templates\exploration\auto_rotate_on.png
2025-09-13 00:50:42.048 | ERROR | 模板图片加载失败: D:\workspace\gamehelper\yys\YYS_GameHelper\tasks\exploration\..\..\templates\exploration\auto_rotate_off.png
2025-09-13 00:50:42.048 | ERROR | 模板图片加载失败: D:\workspace\gamehelper\yys\YYS_GameHelper\tasks\exploration\..\..\templates\exploration\swipe_end.png
2025-09-13 00:50:42.048 | ERROR | 模板图片加载失败: D:\workspace\gamehelper\yys\YYS_GameHelper\tasks\exploration\..\..\templates\exploration\exit_confirm.png
2025-09-13 00:50:42.049 | INFO | 任务配置:
2025-09-13 00:50:42.049 | INFO | 探索章节: 第二十八章
2025-09-13 00:50:42.049 | INFO | UP类型: 经验UP
2025-09-13 00:50:42.049 | INFO | 战斗次数: 5
2025-09-13 00:50:42.049 | INFO | 时间限制: 0:10:00
2025-09-13 00:50:42.049 | INFO | 启动探索任务
2025-09-13 00:50:42.049 | INFO | 
2025-09-13 00:50:42.049 | INFO | >>> 开始任务: 探索任务 <<<
2025-09-13 00:50:42.049 | INFO | 
2025-09-13 00:50:42.049 | INFO | >>> 开始执行探索任务 - 第二十八章 <<<
2025-09-13 00:50:42.049 | INFO | 正在进入探索界面...
2025-09-13 00:50:42.415 | WARNING | 未找到探索入口，可能已在探索界面
2025-09-13 00:50:42.415 | INFO | 正在选择章节: 第二十八章
2025-09-13 00:50:56.073 | INFO | 
2025-09-13 00:50:56.073 | INFO | >>> 探索任务统计 <<<
2025-09-13 00:50:56.073 | INFO | 任务时长: 0:00:14.023757
2025-09-13 00:50:56.073 | INFO | 战斗次数: 0
2025-09-13 00:50:56.074 | INFO | 经验怪物: 0
2025-09-13 00:50:56.074 | INFO | 金币怪物: 0
2025-09-13 00:50:56.074 | INFO | 达摩怪物: 0
2025-09-13 00:50:56.074 | INFO | 宝箱收集: 0
2025-09-13 00:50:56.074 | ERROR | 探索任务失败
